,url,title,score
461,http://technolog.msnbc.msn.com/_news/2011/11/14/8790557-kindle-fire-review-yes-its-that-good,"Kindle Fire Review: Yes, it's that good",12
462,https://www.npr.org/2022/08/03/1114964240/new-battery-technology-china-vanadium,How the U.S. lost the Next Big Thing to China – again,14
463,https://www.eenews.net/articles/californias-megadrought-is-worse-than-you-think/,California’s megadrought is worse than you think,47
464,http://mittermayr.tumblr.com/post/12783989865/the-power-of-mturk,The Power of Mechanical Turk,12
465,http://dsc.discovery.com/news/2008/10/02/mind-control-pattern-print.html,Insecure Minds Wired for Pattern-Finding,11
466,https://arstechnica.com/tech-policy/2022/08/microsoft-playing-dumb-on-anti-abortion-donations-activists-say/,"Microsoft’s PAC donations under fire from activists, shareholders",11
467,https://www.abc.net.au/news/2022-08-03/space-x-debris-sheep-paddock-australian-space-agency/101295488,"SpaceX rocket debris lands in sheep paddock, Australian Space Agency confirms",17
468,https://www.wsj.com/articles/michael-saylor-bet-billions-on-bitcoin-and-lost-11659538890,Michael Saylor Bet Billions on Bitcoin and Lost,17
469,http://www.infoq.com/presentations/Language-Panel,Strange Loop 2011 Languages Panel,38
470,https://www.theguardian.com/commentisfree/2022/jan/11/trump-fdr-roosevelt-coup-attempt-1930s,Why is so little known about the 1930s coup attempt against FDR?,15
471,http://www.nytimes.com/2008/10/05/magazine/05Green-t.html?_r=1&oref=login&pagewanted=all,Capitalism to the Rescue - Green Tech Rising,21
472,http://www.fsf.org/campaigns/priority.html,High Priority Free Software Projects,15
473,http://arstechnica.com/apple/reviews/2011/11/why-steve-jobs-cried.ars,Why Steve Jobs cried,18
474,http://blog.zenspider.com/2008/10/some-reasons-why-i-left-the-ac.html,Some reasons why I left the ACM,13
475,http://googleappengine.blogspot.com/2011/11/google-bigquery-service-big-data.html,Google BigQuery Service: Big data analytics at Google speed,53
476,https://gizmodo.com/roombas-next-big-step-is-selling-maps-of-your-home-to-t-1797187829,Roomba's Next Big Step Is Selling Maps of Your Home to the Highest Bidder (2017),15
477,https://www.wired.com/story/student-monitoring-software-privacy-in-schools/,Kids Are Back in Classrooms and Laptops Are Still Spying on Them,38
478,https://cacm.acm.org/magazines/1991/9,CACM special issue on Lisp (1991),44
479,https://www.phoronix.com/news/GNOME-Secure-Boot-Warning,GNOME to Warn Users If Secure Boot Disabled,17
480,https://www.technologyreview.com/2022/08/06/1056727/vr-virtual-reality-psychedelics-transcendence/,VR is as good as psychedelics at helping people reach transcendence,16
481,http://www.fourhourworkweek.com/blog/2008/10/03/harnessing-entrepreneurial-manic-depression-making-the-rollercoaster-work-for-you/,Harnessing Entrepreneurial Manic-Depression: Making the Rollercoaster Work for You,23
482,http://googleblog.blogspot.com/2011/11/greater-choice-for-wireless-access.html,Opt-out of Google's wireless-access-point location database,18
483,https://github.com/ESWAT/john-carmack-plan-archive,Collection of John Carmack’s .plan files,20
484,https://www.bbc.com/news/science-environment-62391069,Pollution: 'Forever chemicals' in rainwater exceed safe levels,12
485,http://spectrum.ieee.org/geek-life/hands-on/the-making-of-arduino/0?,The Making of Arduino,46
486,https://www.farmhand.life/,"Farmhand, the open source farming and resource management game for the browser",16
487,http://sourcefabric.org/en/airtime/release/,Open source radio software Airtime released with easy install package,34
488,https://www.youtube.com/watch?v=tUAX0gnZ3Nw,“Games as a service” is fraud [video],19
489,https://www.appblock.app/appblock-is-temporarily-unavailable-on-google-play,AppBlock – App with more than 1M/downloads was blocked on Play Store,11
490,https://www.pillar.vc/playlist/article/open-source-tools-for-computational-biology/,Open Source Tools for Computational Biology,18
491,https://www.science.org/doi/10.1126/sciimmunol.abp9962,New Treatment Neutralizes All Covid-19 Variants,22
492,https://alistapart.com/article/a-content-model-is-not-a-design-system/,A content model is not a design system (2021),49
493,https://hackerone.com/reports/1439026,Twitter paid $5000 bug bounty that resulted in 5.4mm leaked records,18
494,https://www.scattered-thoughts.net/writing/assorted-thoughts-on-zig-and-rust/,Assorted thoughts on Zig and Rust (2020),12
495,http://www.theverge.com/2011/11/15/2517610/microsoft-socl-inside-the-companys-secret-social-network,"Inside Socl, Microsoft's Social Network",20
496,https://mmpractices.com/,Mental Model Practices,110
497,http://www.stat.columbia.edu/~gelman/research/published/ChanceEthics11.pdf,The commissar for traffic presents the latest five-year plan (2014) [pdf],52
498,https://aeon.co/essays/the-dopamine-switch-between-atheist-believer-and-fanatic,"The dopamine switch between atheist, believer and fanatic",15
499,https://80.lv/articles/meta-reports-its-first-ever-quarterly-revenue-decline,Meta Reports Its First-Ever Quarterly Revenue Decline,16
